Method,Robots,Tasks,Candidates,Score,Task Normalized Score,Score Density,Length
ilp_task_allocation,50,75,,46.92804228894454,0.9385608457788908,0.01251414461038521,82511.1
jv_task_allocation,50,75,,46.928042288944546,0.9385608457788909,0.012514144610385212,100.8
rank_assignments_borda,50,75,25,45.38673640929281,0.9077347281858562,0.012103129709144749,1287.3
rank_assignments_approval,50,75,25,45.18346849925798,0.9036693699851596,0.01204892493313546,1056.1
rank_assignments_majority_judgment,50,75,25,45.40742176606839,0.9081484353213678,0.012108645804284904,448.8
rank_assignments_cumulative_voting,50,75,25,46.364375311743736,0.9272875062348747,0.012363833416464996,1381.2
rank_assignments_condorcet_method,50,75,25,46.364375311743736,0.9272875062348747,0.012363833416464996,24690.7
rank_assignments_range,50,75,25,46.364375311743736,0.9272875062348747,0.012363833416464996,224.9
cbba_task_allocation,50,75,,46.364375311743736,0.9272875062348747,0.012363833416464996,1644.0
ssia_task_allocation,50,75,,43.80187138608193,0.8760374277216385,0.011680499036288514,194.3
ilp_task_allocation,50,75,,46.364375311743736,0.9272875062348747,0.012363833416464996,81223.8
jv_task_allocation,50,75,,46.364375311743736,0.9272875062348747,0.012363833416464996,90.8
rank_assignments_borda,50,75,50,46.25220034994471,0.9250440069988941,0.012333920093318589,2247.2
rank_assignments_approval,50,75,50,45.62111315494774,0.9124222630989549,0.012165630174652732,1974.2
rank_assignments_majority_judgment,50,75,50,45.79829909980286,0.9159659819960573,0.012212879759947429,716.9
rank_assignments_cumulative_voting,50,75,50,46.59210504323286,0.9318421008646572,0.012424561344862096,2589.5
rank_assignments_condorcet_method,50,75,50,46.64621759734541,0.9329243519469083,0.01243899135929211,98968.5
rank_assignments_range,50,75,50,46.64621759734541,0.9329243519469083,0.01243899135929211,382.7
cbba_task_allocation,50,75,,46.64621759734542,0.9329243519469084,0.012438991359292112,1622.0
ssia_task_allocation,50,75,,44.42501524080474,0.8885003048160948,0.011846670730881264,195.3
ilp_task_allocation,50,75,,46.64621759734541,0.9329243519469083,0.01243899135929211,109094.8
jv_task_allocation,50,75,,46.64621759734542,0.9329243519469084,0.012438991359292112,99.1
rank_assignments_borda,50,75,50,47.53381778419372,0.9506763556838744,0.012675684742451659,2430.8
rank_assignments_approval,50,75,50,46.88515937087365,0.937703187417473,0.012502709165566308,2142.9
rank_assignments_majority_judgment,50,75,50,46.17934393723867,0.9235868787447734,0.012314491716596978,770.1
rank_assignments_cumulative_voting,50,75,50,48.028726871584006,0.9605745374316801,0.012807660499089069,2710.6
rank_assignments_condorcet_method,50,75,50,48.02872687158401,0.9605745374316803,0.01280766049908907,101509.1
rank_assignments_range,50,75,50,48.02872687158401,0.9605745374316803,0.01280766049908907,342.9
cbba_task_allocation,50,75,,47.89116816259673,0.9578233632519345,0.012770978176692462,1298.8
ssia_task_allocation,50,75,,45.62940256925219,0.9125880513850438,0.012167840685133918,193.9
ilp_task_allocation,50,75,,48.028726871584006,0.9605745374316801,0.012807660499089069,76990.7
jv_task_allocation,50,75,,48.028726871584006,0.9605745374316801,0.012807660499089069,94.9
rank_assignments_borda,50,75,50,44.821171215156184,0.9147177799011467,0.011952312324041649,2320.5
rank_assignments_approval,50,75,50,44.533448134200015,0.9088458802897962,0.011875586169120003,2016.1
rank_assignments_majority_judgment,50,75,50,44.03764342410959,0.898727416818563,0.011743371579762556,753.8
rank_assignments_cumulative_voting,50,75,50,45.52160033287853,0.9290122516913986,0.012139093422100941,2670.7
rank_assignments_condorcet_method,50,75,50,45.52160033287853,0.9290122516913986,0.012139093422100941,101567.3
rank_assignments_range,50,75,50,45.521600332878535,0.9290122516913987,0.012139093422100943,357.3
cbba_task_allocation,50,75,,45.52160033287854,0.9290122516913988,0.012139093422100945,1633.4
ssia_task_allocation,50,75,,43.55904081016864,0.8889600165340539,0.011615744216044971,192.3
ilp_task_allocation,50,75,,45.521600332878535,0.9290122516913987,0.012139093422100943,80285.4
jv_task_allocation,50,75,,45.52160033287854,0.9290122516913988,0.012139093422100945,100.9
rank_assignments_borda,50,75,50,47.45900359885324,0.9491800719770649,0.012655734293027531,2392.8
rank_assignments_approval,50,75,50,47.07800916823474,0.9415601833646948,0.012554135778195932,2094.5
rank_assignments_majority_judgment,50,75,50,45.99523730350799,0.9199047460701598,0.012265396614268799,745.3
rank_assignments_cumulative_voting,50,75,50,47.82605733357615,0.956521146671523,0.01275361528895364,2707.5
rank_assignments_condorcet_method,50,75,50,47.826057333576145,0.9565211466715229,0.012753615288953638,101700.7
rank_assignments_range,50,75,50,47.826057333576145,0.9565211466715229,0.012753615288953638,351.0
cbba_task_allocation,50,75,,47.826057333576145,0.9565211466715229,0.012753615288953638,1518.7
ssia_task_allocation,50,75,,45.675473080736246,0.9135094616147249,0.012180126154862999,187.3
ilp_task_allocation,50,75,,47.826057333576145,0.9565211466715229,0.012753615288953638,82964.7
jv_task_allocation,50,75,,47.82605733357614,0.9565211466715228,0.012753615288953636,97.9
rank_assignments_borda,50,75,50,45.60142353074684,0.9120284706149369,0.012160379608199158,2524.0
rank_assignments_approval,50,75,50,45.35452055903183,0.9070904111806367,0.012094538815741821,2108.3
rank_assignments_majority_judgment,50,75,50,46.11125655486558,0.9222251310973115,0.012296335081297486,1665.8
rank_assignments_cumulative_voting,50,75,50,46.24700176203935,0.924940035240787,0.012332533803210494,2727.2
rank_assignments_condorcet_method,50,75,50,46.22319223822983,0.9244638447645965,0.012326184596861288,96762.5
rank_assignments_range,50,75,50,46.294620809658404,0.9258924161931681,0.012345232215908908,349.3
cbba_task_allocation,50,75,,42.57642922680516,0.9461428717067814,0.011353714460481376,2437.4
ssia_task_allocation,50,75,,42.84771783794341,0.9116535710200725,0.011426058090118242,224.1
ilp_task_allocation,50,75,,46.29462080965841,0.9258924161931682,0.01234523221590891,80148.7
jv_task_allocation,50,75,,46.294620809658404,0.9258924161931681,0.012345232215908908,107.4
rank_assignments_borda,50,75,100,46.05229852447897,0.9210459704895794,0.012280612939861059,4945.1
rank_assignments_approval,50,75,100,45.64268903216271,0.9128537806432542,0.012171383741910055,4361.3
rank_assignments_majority_judgment,50,75,100,45.197377965799014,0.9039475593159803,0.01205263412421307,1444.8
rank_assignments_cumulative_voting,50,75,100,46.95635631725857,0.9391271263451714,0.012521695017935618,5354.6
rank_assignments_condorcet_method,50,75,100,46.9222450651022,0.938444901302044,0.012512598684027255,402312.5
rank_assignments_range,50,75,100,46.95635631725857,0.9391271263451714,0.012521695017935618,706.2
cbba_task_allocation,50,75,,45.444817730532016,0.9467670360527504,0.012118618061475205,1583.4
ssia_task_allocation,50,75,,45.36048730108881,0.9072097460217762,0.012096129946957015,188.2
ilp_task_allocation,50,75,,46.95635631725857,0.9391271263451714,0.012521695017935618,78924.8
jv_task_allocation,50,75,,46.95635631725857,0.9391271263451714,0.012521695017935618,114.4
rank_assignments_borda,50,75,100,46.679284029659954,0.933585680593199,0.012447809074575988,4735.5
rank_assignments_approval,50,75,100,45.19824376666483,0.9039648753332966,0.012052865004443955,4070.2
rank_assignments_majority_judgment,50,75,100,44.98040072100221,0.8996080144200442,0.01199477352560059,3136.0
rank_assignments_cumulative_voting,50,75,100,47.35823764395191,0.9471647528790382,0.012628863371720509,5270.7
rank_assignments_condorcet_method,50,75,100,47.35823764395191,0.9471647528790382,0.012628863371720509,404991.3
rank_assignments_range,50,75,100,47.35823764395192,0.9471647528790383,0.01262886337172051,775.3
cbba_task_allocation,50,75,,47.32422403850973,0.9464844807701946,0.012619793076935929,1518.4
ssia_task_allocation,50,75,,44.357813980370395,0.887156279607408,0.011828750394765438,190.4
ilp_task_allocation,50,75,,47.35823764395191,0.9471647528790382,0.012628863371720509,80737.3
jv_task_allocation,50,75,,47.35823764395191,0.9471647528790382,0.012628863371720509,92.2
rank_assignments_borda,50,75,100,45.781985060932435,0.9156397012186487,0.012208529349581982,4767.8
rank_assignments_approval,50,75,100,45.59455896673943,0.9118911793347886,0.012158549057797181,4533.3
rank_assignments_majority_judgment,50,75,100,44.88128253241037,0.8976256506482073,0.011968342008642765,1554.8
rank_assignments_cumulative_voting,50,75,100,46.92321449464306,0.9384642898928612,0.012512857198571483,5374.4
rank_assignments_condorcet_method,50,75,100,46.92321449464306,0.9384642898928612,0.012512857198571483,413302.5
rank_assignments_range,50,75,100,46.92321449464307,0.9384642898928613,0.012512857198571484,757.9
cbba_task_allocation,50,75,,44.78044928044928,0.9527755166053039,0.011941453141453142,1621.5
ssia_task_allocation,50,75,,45.07648455994321,0.9015296911988642,0.012020395882651523,211.4
ilp_task_allocation,50,75,,46.92321449464307,0.9384642898928613,0.012512857198571484,82295.8
jv_task_allocation,50,75,,46.92321449464307,0.9384642898928613,0.012512857198571484,101.8
rank_assignments_borda,50,75,100,46.59109980989681,0.9318219961979363,0.01242429328263915,5115.0
rank_assignments_approval,50,75,100,45.76186385584883,0.9152372771169766,0.012203163694893021,4327.3
rank_assignments_majority_judgment,50,75,100,46.7921671500619,0.935843343001238,0.012477911240016506,1482.7
rank_assignments_cumulative_voting,50,75,100,47.16231303073408,0.9432462606146816,0.012576616808195756,5395.2
rank_assignments_condorcet_method,50,75,100,47.16231303073408,0.9432462606146816,0.012576616808195756,409384.5
rank_assignments_range,50,75,100,47.16231303073409,0.9432462606146818,0.012576616808195757,670.3
cbba_task_allocation,50,75,,46.35887586639467,0.9460995074774422,0.012362366897705245,1502.2
ssia_task_allocation,50,75,,43.81998564329393,0.8763997128658787,0.011685329504878382,185.5
ilp_task_allocation,50,75,,47.16231303073408,0.9432462606146816,0.012576616808195756,77861.1
jv_task_allocation,50,75,,47.16231303073409,0.9432462606146818,0.012576616808195757,93.8
rank_assignments_borda,50,75,100,46.90329289351846,0.9380658578703692,0.012507544771604923,4485.5
rank_assignments_approval,50,75,100,46.26589393807439,0.9253178787614879,0.012337571716819838,4377.8
rank_assignments_majority_judgment,50,75,100,45.92767879685173,0.9185535759370346,0.012247381012493794,1456.5
rank_assignments_cumulative_voting,50,75,100,47.47989647688896,0.9495979295377792,0.01266130572717039,5497.0
rank_assignments_condorcet_method,50,75,100,47.47989647688896,0.9495979295377792,0.01266130572717039,402749.1
rank_assignments_range,50,75,100,47.47989647688896,0.9495979295377792,0.01266130572717039,657.3
cbba_task_allocation,50,75,,47.47989647688896,0.9495979295377792,0.01266130572717039,1606.1
ssia_task_allocation,50,75,,45.15147802816977,0.9030295605633953,0.012040394140845272,188.0
ilp_task_allocation,50,75,,47.47989647688895,0.9495979295377791,0.012661305727170388,75584.8
jv_task_allocation,50,75,,47.47989647688896,0.9495979295377792,0.01266130572717039,96.9
rank_assignments_borda,100,50,10,46.27909251894213,0.9255818503788426,0.009255818503788425,1065.8
rank_assignments_approval,100,50,10,46.09882041009861,0.9219764082019722,0.009219764082019723,934.9
rank_assignments_majority_judgment,100,50,10,46.71694038536144,0.9343388077072288,0.009343388077072287,204.7
rank_assignments_cumulative_voting,100,50,10,46.87989647688896,0.9375979295377792,0.009375979295377791,1244.5
rank_assignments_condorcet_method,100,50,10,47.22003253131073,0.9444006506262146,0.009444006506262146,8013.0
rank_assignments_range,100,50,10,47.16591997719817,0.9433183995439635,0.009433183995439635,70.0
cbba_task_allocation,100,50,,47.24724341566448,0.9449448683132896,0.009449448683132895,2937.4
ssia_task_allocation,100,50,,47.24724341566447,0.9449448683132894,0.009449448683132895,430.3
ilp_task_allocation,100,50,,47.247243415664464,0.9449448683132893,0.009449448683132893,102036.1
jv_task_allocation,100,50,,47.24724341566448,0.9449448683132896,0.009449448683132895,99.0
rank_assignments_borda,100,50,10,44.56207947035015,0.909430193272452,0.00891241589407003,1081.0
rank_assignments_approval,100,50,10,44.68731138129635,0.9119859465570683,0.008937462276259269,887.1
rank_assignments_majority_judgment,100,50,10,44.992815401086084,0.9182207224711446,0.008998563080217216,177.6
rank_assignments_cumulative_voting,100,50,10,43.950824059094735,0.8969555930427497,0.008790164811818947,1143.6
rank_assignments_condorcet_method,100,50,10,45.30295763979975,0.9245501559142806,0.00906059152795995,7813.3
rank_assignments_range,100,50,10,45.63227118339901,0.9312708404775308,0.009126454236679803,69.3
cbba_task_allocation,100,50,,45.65948206775275,0.9318261646480153,0.00913189641355055,5477.6
ssia_task_allocation,100,50,,45.659482067752734,0.9318261646480149,0.009131896413550547,436.7
ilp_task_allocation,100,50,,45.65948206775274,0.9318261646480152,0.009131896413550548,104661.0
jv_task_allocation,100,50,,45.65948206775275,0.9318261646480153,0.00913189641355055,187.9
rank_assignments_borda,100,50,10,45.32038731437229,0.9064077462874458,0.009064077462874458,1057.2
rank_assignments_approval,100,50,10,45.63022033849102,0.9126044067698205,0.009126044067698205,893.7
rank_assignments_majority_judgment,100,50,10,45.55260747516387,0.9110521495032774,0.009110521495032773,178.3
rank_assignments_cumulative_voting,100,50,10,45.561883913011734,0.9112376782602347,0.009112376782602346,1250.6
rank_assignments_condorcet_method,100,50,10,45.538074389202215,0.9107614877840443,0.009107614877840443,7901.8
rank_assignments_range,100,50,10,46.47654068481136,0.9295308136962273,0.009295308136962272,70.0
cbba_task_allocation,100,50,,46.517357011341986,0.9303471402268397,0.009303471402268396,4807.0
ssia_task_allocation,100,50,,46.51735701134197,0.9303471402268394,0.009303471402268395,431.6
ilp_task_allocation,100,50,,46.51735701134198,0.9303471402268396,0.009303471402268396,113401.7
jv_task_allocation,100,50,,46.517357011341986,0.9303471402268397,0.009303471402268396,101.0
rank_assignments_borda,100,50,10,45.11263091037528,0.9022526182075056,0.009022526182075056,1101.8
rank_assignments_approval,100,50,10,45.1976649239807,0.903953298479614,0.00903953298479614,884.3
rank_assignments_majority_judgment,100,50,10,44.72178366238517,0.8944356732477035,0.008944356732477034,187.7
rank_assignments_cumulative_voting,100,50,10,45.091913532515036,0.9018382706503008,0.009018382706503007,1232.5
rank_assignments_condorcet_method,100,50,10,45.86062101550824,0.9172124203101647,0.009172124203101647,7879.2
rank_assignments_range,100,50,10,46.224257379144596,0.9244851475828919,0.00924485147582892,74.1
cbba_task_allocation,100,50,,46.25146826349834,0.9250293652699668,0.009250293652699668,3771.6
ssia_task_allocation,100,50,,46.25146826349834,0.9250293652699668,0.009250293652699668,418.5
ilp_task_allocation,100,50,,46.25146826349833,0.9250293652699666,0.009250293652699667,128940.4
jv_task_allocation,100,50,,46.25146826349833,0.9250293652699666,0.009250293652699667,102.1
rank_assignments_borda,100,50,10,46.51858410505028,0.9303716821010056,0.009303716821010057,1010.8
rank_assignments_approval,100,50,10,46.56280179212509,0.9312560358425018,0.009312560358425018,848.3
rank_assignments_majority_judgment,100,50,10,46.41654328872374,0.9283308657744748,0.009283308657744748,170.6
rank_assignments_cumulative_voting,100,50,10,46.77739672100575,0.935547934420115,0.00935547934420115,1145.1
rank_assignments_condorcet_method,100,50,10,47.05259771049245,0.941051954209849,0.00941051954209849,7496.3
rank_assignments_range,100,50,10,47.106710264605,0.9421342052921,0.009421342052921,68.9
cbba_task_allocation,100,50,,47.133921148958756,0.9426784229791751,0.00942678422979175,4467.5
ssia_task_allocation,100,50,,47.13392114895874,0.9426784229791748,0.009426784229791749,405.9
ilp_task_allocation,100,50,,47.13392114895874,0.9426784229791748,0.009426784229791749,98227.6
jv_task_allocation,100,50,,47.13392114895875,0.9426784229791749,0.00942678422979175,125.9
rank_assignments_borda,100,50,25,45.16796220104492,0.9033592440208984,0.009033592440208984,2524.8
rank_assignments_approval,100,50,25,44.62961959127374,0.8925923918254748,0.008925923918254747,2106.2
rank_assignments_majority_judgment,100,50,25,45.00747982627682,0.9001495965255364,0.009001495965255363,375.9
rank_assignments_cumulative_voting,100,50,25,45.28639139090268,0.9057278278180536,0.009057278278180536,2980.7
rank_assignments_condorcet_method,100,50,25,46.09220462528733,0.9218440925057466,0.009218440925057466,50454.5
rank_assignments_range,100,50,25,46.105810067464205,0.9221162013492841,0.00922116201349284,170.1
cbba_task_allocation,100,50,,46.105810067464205,0.9221162013492841,0.00922116201349284,3285.7
ssia_task_allocation,100,50,,46.105810067464205,0.9221162013492841,0.00922116201349284,414.4
ilp_task_allocation,100,50,,46.10581006746421,0.9221162013492843,0.009221162013492842,102312.6
jv_task_allocation,100,50,,46.1058100674642,0.922116201349284,0.00922116201349284,101.1
rank_assignments_borda,100,50,25,43.647897648649526,0.9093312010135318,0.008729579529729905,2662.0
rank_assignments_approval,100,50,25,43.407019479199924,0.9043129058166651,0.008681403895839985,2271.7
rank_assignments_majority_judgment,100,50,25,43.65810173028218,0.9095437860475455,0.008731620346056436,402.5
rank_assignments_cumulative_voting,100,50,25,43.92953030171075,0.9151985479523073,0.00878590606034215,2930.0
rank_assignments_condorcet_method,100,50,25,44.70163914524817,0.931284148859337,0.008940327829049634,51533.9
rank_assignments_range,100,50,25,44.728850029601915,0.9318510422833732,0.008945770005920383,159.0
cbba_task_allocation,100,50,,44.75606091395567,0.9324179357074098,0.008951212182791135,6481.1
ssia_task_allocation,100,50,,44.62408812484,0.9296685026008333,0.008924817624968,420.7
ilp_task_allocation,100,50,,44.75606091395564,0.9324179357074093,0.00895121218279113,100267.1
jv_task_allocation,100,50,,44.756060913955665,0.9324179357074097,0.008951212182791133,122.7
rank_assignments_borda,100,50,25,45.22500925884386,0.9045001851768772,0.009045001851768772,2632.6
rank_assignments_approval,100,50,25,44.81035248704421,0.8962070497408843,0.008962070497408842,2262.9
rank_assignments_majority_judgment,100,50,25,45.2352133404765,0.90470426680953,0.0090470426680953,394.2
rank_assignments_cumulative_voting,100,50,25,45.17429806527552,0.9034859613055104,0.009034859613055104,2996.5
rank_assignments_condorcet_method,100,50,25,45.69439701394589,0.9138879402789177,0.009138879402789178,54724.9
rank_assignments_range,100,50,25,46.12606058846662,0.9225212117693324,0.009225212117693324,176.0
cbba_task_allocation,100,50,,46.18048235717407,0.9236096471434814,0.009236096471434814,4095.4
ssia_task_allocation,100,50,,46.18048235717409,0.9236096471434818,0.00923609647143482,673.1
ilp_task_allocation,100,50,,46.18048235717409,0.9236096471434818,0.00923609647143482,106495.4
jv_task_allocation,100,50,,46.18048235717408,0.9236096471434816,0.009236096471434816,99.7
rank_assignments_borda,100,50,25,44.21425457290118,0.9023317259775752,0.008842850914580237,3279.6
rank_assignments_approval,100,50,25,43.66354337933286,0.8910927220272011,0.008732708675866572,2708.2
rank_assignments_majority_judgment,100,50,25,44.458534102895,0.9073170225080612,0.008891706820579,394.8
rank_assignments_cumulative_voting,100,50,25,43.995949068881394,0.8978765116098244,0.00879918981377628,2883.5
rank_assignments_condorcet_method,100,50,25,45.11530590252394,0.9207205286229376,0.009023061180504789,52804.9
rank_assignments_range,100,50,25,45.30516366381029,0.924595176812455,0.009061032732762058,169.2
cbba_task_allocation,100,50,,45.332374548164026,0.9251505009829393,0.009066474909632805,6504.2
ssia_task_allocation,100,50,,45.332374548164026,0.9251505009829393,0.009066474909632805,426.4
ilp_task_allocation,100,50,,45.33237454816401,0.925150500982939,0.009066474909632803,98305.3
jv_task_allocation,100,50,,45.332374548164026,0.9251505009829393,0.009066474909632805,125.8
rank_assignments_borda,100,50,25,45.826978731489994,0.9165395746297998,0.009165395746297999,2519.5
rank_assignments_approval,100,50,25,46.03384329549743,0.9206768659099486,0.009206768659099486,2190.4
rank_assignments_majority_judgment,100,50,25,45.904900809412084,0.9180980161882417,0.009180980161882417,389.5
rank_assignments_cumulative_voting,100,50,25,45.75214879951721,0.9150429759903441,0.009150429759903442,3029.5
rank_assignments_condorcet_method,100,50,25,46.53693544144671,0.9307387088289342,0.009307387088289341,52839.8
rank_assignments_range,100,50,25,46.70329289351846,0.9340658578703692,0.009340658578703693,166.9
cbba_task_allocation,100,50,,46.71689833569531,0.9343379667139062,0.009343379667139062,4436.7
ssia_task_allocation,100,50,,46.71689833569533,0.9343379667139067,0.009343379667139067,415.4
ilp_task_allocation,100,50,,46.716898335695326,0.9343379667139066,0.009343379667139065,96940.9
jv_task_allocation,100,50,,46.716898335695326,0.9343379667139066,0.009343379667139065,99.8
rank_assignments_borda,100,50,50,44.89473420300488,0.8978946840600976,0.008978946840600976,5281.3
rank_assignments_approval,100,50,50,44.60963834648046,0.8921927669296091,0.008921927669296092,4606.3
rank_assignments_majority_judgment,100,50,50,44.748784914198446,0.894975698283969,0.00894975698283969,1011.6
rank_assignments_cumulative_voting,100,50,50,45.40555671382738,0.9081111342765475,0.009081111342765477,5825.0
rank_assignments_condorcet_method,100,50,50,45.293621030463136,0.9058724206092628,0.009058724206092628,219997.8
rank_assignments_range,100,50,50,45.874326039739586,0.9174865207947918,0.009174865207947917,328.5
cbba_task_allocation,100,50,,45.87432603973957,0.9174865207947914,0.009174865207947915,3468.8
ssia_task_allocation,100,50,,45.87432603973958,0.9174865207947915,0.009174865207947915,418.8
ilp_task_allocation,100,50,,45.87432603973958,0.9174865207947915,0.009174865207947915,102866.5
jv_task_allocation,100,50,,45.87432603973957,0.9174865207947914,0.009174865207947915,117.7
rank_assignments_borda,100,50,50,45.547721620653945,0.9109544324130789,0.009109544324130789,6006.9
rank_assignments_approval,100,50,50,45.34642291935525,0.906928458387105,0.009069284583871049,4724.1
rank_assignments_majority_judgment,100,50,50,45.64821636400583,0.9129643272801167,0.009129643272801167,758.5
rank_assignments_cumulative_voting,100,50,50,45.09193930772879,0.9018387861545759,0.00901838786154576,6116.4
rank_assignments_condorcet_method,100,50,50,46.13151877587968,0.9226303755175935,0.009226303755175936,217821.7
rank_assignments_range,100,50,50,46.365594224240844,0.9273118844848169,0.00927311884484817,336.7
cbba_task_allocation,100,50,,46.39280510859461,0.9278561021718922,0.009278561021718921,5459.1
ssia_task_allocation,100,50,,46.39280510859458,0.9278561021718916,0.009278561021718916,413.1
ilp_task_allocation,100,50,,46.392805108594594,0.9278561021718919,0.00927856102171892,124794.5
jv_task_allocation,100,50,,46.3928051085946,0.9278561021718921,0.00927856102171892,100.0
rank_assignments_borda,100,50,50,43.88333311340831,0.8955782268042513,0.008776666622681662,5247.8
rank_assignments_approval,100,50,50,43.502380732455926,0.8878036884174678,0.008700476146491186,4370.3
rank_assignments_majority_judgment,100,50,50,43.92755080048315,0.8964806285812887,0.008785510160096629,737.8
rank_assignments_cumulative_voting,100,50,50,43.804483391701446,0.8939690488102335,0.008760896678340289,5523.8
rank_assignments_condorcet_method,100,50,50,43.88302389881339,0.8955719163023141,0.008776604779762678,218423.8
rank_assignments_range,100,50,50,44.4677486978239,0.9075050754657938,0.00889354973956478,348.2
cbba_task_allocation,100,50,,44.49495958217764,0.9080603996362784,0.008898991916435528,4860.9
ssia_task_allocation,100,50,,44.36298679306197,0.905367077409428,0.008872597358612394,419.9
ilp_task_allocation,100,50,,44.49495958217764,0.9080603996362784,0.008898991916435528,99190.0
jv_task_allocation,100,50,,44.49495958217764,0.9080603996362784,0.008898991916435528,104.4
rank_assignments_borda,100,50,50,46.08398162834254,0.9216796325668508,0.009216796325668509,5174.7
rank_assignments_approval,100,50,50,46.060481319127945,0.9212096263825589,0.00921209626382559,4390.1
rank_assignments_majority_judgment,100,50,50,46.27785917936294,0.9255571835872588,0.009255571835872589,746.8
rank_assignments_cumulative_voting,100,50,50,46.219726835516326,0.9243945367103266,0.009243945367103264,5756.9
rank_assignments_condorcet_method,100,50,50,46.44081527089047,0.9288163054178094,0.009288163054178093,217913.2
rank_assignments_range,100,50,50,46.63129146136666,0.9326258292273332,0.009326258292273331,332.6
cbba_task_allocation,100,50,,46.65850234572039,0.9331700469144079,0.009331700469144078,4556.3
ssia_task_allocation,100,50,,46.658502345720386,0.9331700469144077,0.009331700469144078,433.2
ilp_task_allocation,100,50,,46.65850234572039,0.9331700469144079,0.009331700469144078,98247.5
jv_task_allocation,100,50,,46.65850234572039,0.9331700469144079,0.009331700469144078,122.0
rank_assignments_borda,100,50,50,37.273839653538914,0.9318459913384729,0.007454767930707783,5198.0
rank_assignments_approval,100,50,50,36.66054342595696,0.9165135856489239,0.007332108685191392,4352.8
rank_assignments_majority_judgment,100,50,50,36.8912175137739,0.9222804378443475,0.00737824350275478,758.2
rank_assignments_cumulative_voting,100,50,50,36.693938602209286,0.9173484650552322,0.0073387877204418575,5726.9
rank_assignments_condorcet_method,100,50,50,37.59975183659395,0.9399937959148488,0.007519950367318791,217373.8
rank_assignments_range,100,50,50,37.92628244883885,0.9481570612209712,0.007585256489767769,397.5
cbba_task_allocation,100,50,,37.939887891015715,0.9484971972753928,0.0075879775782031434,8777.9
ssia_task_allocation,100,50,,37.28002394543747,0.9320005986359368,0.007456004789087494,428.9
ilp_task_allocation,100,50,,37.93988789101572,0.9484971972753931,0.007587977578203144,95986.2
jv_task_allocation,100,50,,37.93988789101572,0.9484971972753931,0.007587977578203144,117.7
rank_assignments_borda,100,50,100,45.28924645766751,0.9057849291533502,0.009057849291533502,10468.8
rank_assignments_approval,100,50,100,45.190916216480126,0.9038183243296025,0.009038183243296026,8689.1
rank_assignments_majority_judgment,100,50,100,45.26203557331376,0.9052407114662752,0.009052407114662752,1338.1
rank_assignments_cumulative_voting,100,50,100,44.71163359434037,0.8942326718868074,0.008942326718868073,11390.5
rank_assignments_condorcet_method,100,50,100,46.047131429838196,0.9209426285967639,0.00920942628596764,864805.5
rank_assignments_range,100,50,100,46.4240640210565,0.92848128042113,0.0092848128042113,656.1
cbba_task_allocation,100,50,,46.4240640210565,0.92848128042113,0.0092848128042113,3390.4
ssia_task_allocation,100,50,,46.42406402105651,0.9284812804211302,0.009284812804211302,432.0
ilp_task_allocation,100,50,,46.424064021056495,0.9284812804211299,0.009284812804211298,102738.0
jv_task_allocation,100,50,,46.4240640210565,0.92848128042113,0.0092848128042113,121.9
rank_assignments_borda,100,50,100,44.36235807138064,0.8872471614276128,0.008872471614276128,10503.8
rank_assignments_approval,100,50,100,44.67435559766387,0.8934871119532773,0.008934871119532773,8962.8
rank_assignments_majority_judgment,100,50,100,44.946464441201286,0.8989292888240257,0.008989292888240257,1569.9
rank_assignments_cumulative_voting,100,50,100,45.1468354987152,0.902936709974304,0.00902936709974304,11722.7
rank_assignments_condorcet_method,100,50,100,45.29309400211656,0.9058618800423313,0.009058618800423312,882593.1
rank_assignments_range,100,50,100,46.10570995758966,0.9221141991517932,0.009221141991517932,676.2
cbba_task_allocation,100,50,,46.11931539976651,0.9223863079953303,0.009223863079953303,7524.0
ssia_task_allocation,100,50,,46.119315399766535,0.9223863079953307,0.009223863079953307,406.4
ilp_task_allocation,100,50,,46.11931539976652,0.9223863079953304,0.009223863079953305,101225.7
jv_task_allocation,100,50,,46.11931539976653,0.9223863079953305,0.009223863079953305,101.9
rank_assignments_borda,100,50,100,45.51769824702156,0.9103539649404313,0.009103539649404312,10871.3
rank_assignments_approval,100,50,100,45.79289923650826,0.9158579847301652,0.009158579847301652,8983.8
rank_assignments_majority_judgment,100,50,100,45.50409280484469,0.9100818560968937,0.009100818560968938,1494.7
rank_assignments_cumulative_voting,100,50,100,45.86432780793684,0.9172865561587368,0.009172865561587367,12091.2
rank_assignments_condorcet_method,100,50,100,46.01707981783171,0.9203415963566342,0.00920341596356634,884986.4
rank_assignments_range,100,50,100,46.29599138245756,0.9259198276491512,0.009259198276491512,710.6
cbba_task_allocation,100,50,,46.295991382457544,0.9259198276491509,0.009259198276491508,3006.8
ssia_task_allocation,100,50,,46.29599138245755,0.925919827649151,0.00925919827649151,442.3
ilp_task_allocation,100,50,,46.295991382457544,0.9259198276491509,0.009259198276491508,98268.2
jv_task_allocation,100,50,,46.29599138245755,0.925919827649151,0.00925919827649151,99.2
rank_assignments_borda,100,50,100,42.331070128814495,0.9202406549742281,0.008466214025762898,10758.8
rank_assignments_approval,100,50,100,41.44900457532037,0.9010653168547907,0.008289800915064075,8760.0
rank_assignments_majority_judgment,100,50,100,42.02556610902476,0.9135992632396687,0.008405113221804952,1539.8
